Eaton Vance Core Plus Bond Fund Class I (EIBAX),EIBAX,MF,Intermediate Core-Plus Bond,2.0,5.0,5.0,4.0,9.86,6.23,5.45,5.62,10.58,21.07,8.87,-5.01,11.0,-5.98,11.68,7.71,-0.84,10.81,5.86,3.2,0.49,0.6,8.44,6.73,6.48,0.62,0.68,0.82,2.24,NA,NA,80.49,13.13,4.14
Columbia Short Term Bond Fund Institutional 3 Class (CSBYX),CSBYX,MF,Short-Term Bond,3.0,3.0,3.0,3.0,3.27,3.53,2.27,1.85,3.57,1.65,2.99,0.63,0.97,0.38,1.97,1.18,0.76,5.23,3.66,1.11,0.39,0.46,4.67,3.64,2.63,0.5,0.34,0.48,2.76,NA,NA,83.34,12.6,1.31
John Hancock High Yield Fund Class R6 (JFHYX),JFHYX,MF,High Yield Bond,3.0,4.0,3.0,3.0,10.99,6.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.18,-2.8,13.79,4.59,4.52,0.57,0.58,9.91,7.89,8.26,0.56,0.73,0.59,1.28,1.54,NA,79.22,12.13,5.83
PGIM Core Bond Fund- Class R6 (TPCQX),TPCQX,MF,Intermediate Core Bond,4.0,4.0,3.0,4.0,0.51,6.13,4.0,NA,NA,NA,NA,NA,NA,NA,3.39,4.07,-0.4,9.17,8.38,-0.34,0.32,0.37,4.36,3.85,3.36,1.03,0.6,0.77,0.31,0.3,NA,80.18,14.38,4.83
Invesco Global Strategic Income Fund Class R6 (OSIIX),OSIIX,MF,Multisector Bond,1.0,1.0,1.0,1.0,3.42,2.82,2.7,NA,NA,NA,NA,0.22,3.07,-2.2,7.12,6.66,-4.36,10.73,3.88,-2.86,0.62,0.62,11.73,9.21,7.34,0.25,0.27,0.37,9.26,0.02,NA,57.3,27.51,5.91
Lord Abbett Income Fund Class F3 (LOGVX),LOGVX,MF,Corporate Bond,2.0,4.0,3.0,2.0,6.29,7.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.41,13.22,8.24,2.29,0.48,0.48,8.72,6.99,5.89,0.71,0.63,0.81,0.11,0.18,NA,77.58,18.94,3.18
iShares Government-Credit Bond ETF (GBF),GBF,ETF ,Intermediate-Term Bond,4.0,3.0,3.0,3.0,-0.93,5.74,3.02,3.52,6.4,8.5,4.55,-2.56,5.81,0.05,2.77,3.84,-0.61,9.59,8.61,-1.05,NA,NA,4.27,3.87,3.57,1.06,0.52,0.82,NA,NA,NA,NA,NA,NA
