Name,Ticker,Inv. Type: MF or ETF,Morningstar Category,MorningStar rating: 3 years,MorningStar rating: 5 years,MorningStar rating: 10 years,MorningStar rating: Overall,Total Return: 1 year,Total Return: 3 year,Total Return: 5 year,Total Return: 10 year,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,YTD Return,Net Expense Ratio,Gross Expense Ratio,Std Dev: 3 years,Std Dev: 5 years,Std Dev: 10 years,Sharpe Ratio: 3 years,Sharpe Ratio: 5 years,Sharpe Ratio: 10 years,Cash,US Stocks,INT. Stocks,Us Bonds,Int. Bond,Others
SPDR Portfolio S&P 500 ETF (SPLG),SPLG,ETF ,Large Blend,4.0,4.0,4.0,4.0,40.97,18.69,17.73,14.7,15.82,1.62,15.92,32.78,13.14,0.84,12.01,21.6,-4.71,32.06,18.59,17.98,NA,NA,18.64,15.05,13.67,0.95,1.08,1.03,NA,NA,NA,NA,NA,NA
Invesco S&P 500 Quality ETF (SPHQ),SPHQ,ETF ,Large Blend,5.0,3.0,5.0,4.0,39.23,19.5,16.4,14.98,20.62,6.23,14.62,32.05,16.09,1.67,14.17,19.12,-6.99,33.68,17.42,19.14,NA,NA,17.43,14.22,12.51,1.04,1.06,1.13,0.11,99.89,NA,NA,NA,NA
Vanguard Dividend Appreciation Index Fund ETF Shares (VIG),VIG,ETF ,Large Blend,3.0,3.0,3.0,3.0,34.37,17.21,15.42,13.01,14.67,6.21,11.61,28.99,10.06,-1.95,11.84,22.22,-2.02,29.71,15.46,13.96,NA,NA,16.35,13.41,12.25,0.98,1.05,1.01,0.04,99.36,0.61,NA,NA,NA
First Trust Capital Strength ETF (FTCS),FTCS,ETF ,Large Blend,3.0,3.0,3.0,3.0,30.79,15.31,15.12,13.6,13.99,-2.87,17.47,35.91,15.45,1.63,8.58,26.49,-4.1,26.73,13.07,16.19,NA,NA,16.76,13.75,14.19,0.86,1.01,0.93,0.05,NA,NA,NA,NA,NA
Invesco S&P 100 Equal Weight ETF (EQWL),EQWL,ETF ,Large Blend,3.0,3.0,4.0,4.0,45.67,17.16,17.72,14.57,14.04,2.71,13.45,35.64,14.08,-1.77,13.79,23.66,-5.68,29.49,13.76,20.14,NA,NA,19.09,15.36,13.52,0.87,1.05,1.03,0.07,98.92,1.01,NA,NA,NA
Lord Abbett Dividend Growth Fund Class F3 (LRMAX),LRMAX,MF,Large Blend,3.0,3.0,3.0,3.0,32.64,16.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.43,26.98,15.89,15.35,0.62,0.62,16.96,13.96,12.74,0.94,0.95,0.95,NA,97.67,2.33,NA,NA,NA
Invesco Defensive Equity ETF (DEF),DEF,ETF ,NA,2.0,2.0,2.0,2.0,29.41,13.85,12.67,11.69,19.42,12.63,7.58,22.64,12.83,-4.5,14.16,21.15,-3.73,28.29,7.46,NA,NA,NA,16.77,13.68,11.71,0.79,0.86,0.96,0.01,97.91,2.07,NA,NA,NA
WisdomTree U.S. Earnings 500 Fund (EPS),EPS,ETF ,Large Blend,3.0,3.0,3.0,3.0,41.85,16.94,17.0,13.98,13.24,3.45,15.28,32.56,13.49,-1.65,13.87,22.54,-7.31,32.59,11.9,18.43,NA,NA,19.42,15.72,13.99,0.84,1.0,0.96,NA,100.0,NA,NA,NA,NA
Pioneer Core Equity Fund Class K (PCEKX),PCEKX,MF,Large Blend,3.0,4.0,3.0,3.0,37.32,17.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.85,21.23,16.9,0.56,0.56,18.8,15.21,13.97,0.91,1.09,0.94,NA,98.86,1.14,NA,NA,NA
MFS Massachusetts Investors Trust Class R6 (MITJX),MITJX,MF,Large Blend,4.0,4.0,3.0,4.0,38.67,17.92,14.5,NA,NA,NA,NA,32.35,11.36,0.58,9.15,23.93,-5.03,32.34,14.5,20.5,0.38,0.38,18.23,14.76,13.78,0.94,1.08,0.98,-0.25,92.45,7.79,NA,NA,NA
Vanguard Total Stock Market Index Fund ETF Shares (VTI),VTI,ETF ,NA,3.0,4.0,4.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WisdomTree U.S. Quality Dividend Growth Fund (DGRW),DGRW,ETF ,Large Blend,3.0,3.0,N/A,3.0,33.82,15.98,16.1,NA,NA,NA,NA,NA,13.56,-0.01,11.97,26.95,-5.23,29.55,13.84,14.76,NA,NA,17.48,14.42,NA,0.87,1.03,NA,NA,100.0,NA,NA,NA,NA
iShares MSCI USA Quality Factor ETF (QUAL),QUAL,ETF ,Large Blend,4.0,4.0,N/A,4.0,40.67,18.78,17.09,NA,NA,NA,NA,NA,11.62,5.56,9.18,22.26,-5.77,34.14,16.96,19.4,NA,NA,18.66,15.02,NA,0.95,1.05,NA,NA,NA,NA,NA,NA,NA
ProShares S&P 500 Dividend Aristocrats ETF (NOBL),NOBL,ETF ,Large Value,5.0,4.0,N/A,4.0,37.56,15.83,13.18,NA,NA,NA,NA,NA,15.38,0.46,11.43,21.23,-3.18,27.45,8.32,17.02,NA,NA,17.96,14.77,NA,0.84,0.84,NA,0.13,95.19,4.68,NA,NA,NA
Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF (GSLC),GSLC,ETF ,Large Blend,4.0,4.0,N/A,4.0,39.11,18.16,17.13,NA,NA,NA,NA,NA,NA,NA,8.66,22.49,-4.01,30.91,18.91,17.96,NA,NA,18.16,14.71,NA,0.94,1.07,NA,NA,NA,NA,NA,NA,NA
John Hancock Multifactor Large Cap ETF (JHML),JHML,ETF ,Large Blend,3.0,3.0,N/A,3.0,43.85,17.57,16.92,NA,NA,NA,NA,NA,NA,NA,12.67,21.24,-6.34,31.2,16.82,17.87,NA,NA,19.42,15.63,NA,0.87,1.0,NA,0.12,98.68,1.2,NA,NA,NA
Global X S&P 500 Catholic Values ETF (CATH),CATH,ETF ,Large Blend,4.0,4.0,N/A,4.0,41.53,18.71,17.88,NA,NA,NA,NA,NA,NA,NA,NA,22.51,-4.95,30.99,18.68,18.8,NA,NA,18.69,15.14,NA,0.95,1.09,NA,NA,NA,NA,NA,NA,0.1
SPDR SSGA Gender Diversity Index ETF (SHE),SHE,ETF ,Large Blend,2.0,2.0,N/A,2.0,44.51,15.92,15.23,NA,NA,NA,NA,NA,NA,NA,NA,19.68,-3.3,23.76,17.95,15.95,NA,NA,19.85,15.93,NA,0.78,0.89,NA,NA,NA,NA,NA,NA,NA
SPDR S&P 500 ETF Trust (SPY),SPY,ETF ,Large Blend,4.0,4.0,4.0,4.0,40.9,18.51,17.51,14.71,14.93,2.06,15.84,32.21,13.53,1.34,11.8,21.69,-4.45,31.29,18.25,17.92,NA,NA,18.49,14.96,13.56,0.95,1.08,1.04,NA,NA,NA,NA,NA,NA
iShares Core S&P 500 ETF (IVV),IVV,ETF ,Large Blend,4.0,4.0,5.0,5.0,40.96,18.62,17.62,14.79,14.96,2.03,15.91,32.31,13.62,1.34,11.9,21.79,-4.42,31.44,18.37,18.6,NA,NA,18.52,14.99,13.58,0.95,1.08,1.04,0.15,98.83,1.01,NA,NA,NA
iShares Dow Jones U.S. ETF (IYY),IYY,ETF ,Large Blend,4.0,4.0,4.0,4.0,42.94,18.58,17.6,14.49,16.44,1.15,16.11,32.65,12.74,0.51,12.04,21.24,-5.11,30.87,20.16,18.12,NA,NA,19.16,15.45,13.98,0.92,1.06,1.0,0.22,98.65,1.13,NA,NA,NA
iShares Russell 3000 ETF (IWV),IWV,ETF ,Large Blend,3.0,3.0,4.0,4.0,43.98,18.5,17.66,14.5,16.74,0.86,16.23,33.25,12.36,0.35,12.55,20.95,-5.39,30.78,20.66,17.59,NA,NA,19.42,15.64,14.14,0.91,1.05,0.99,0.22,98.95,0.83,NA,NA,NA
iShares Russell 1000 ETF (IWB),IWB,ETF ,Large Blend,4.0,4.0,4.0,4.0,42.94,18.99,17.84,14.75,15.94,1.36,16.27,32.93,13.08,0.82,11.91,21.53,-4.91,31.26,20.8,17.9,NA,NA,19.1,15.4,13.91,0.94,1.07,1.02,0.23,98.95,0.82,NA,NA,NA
SPDR Portfolio S&P 1500 Composite Stock Market ETF (SPTM),SPTM,ETF ,Large Blend,3.0,3.0,4.0,4.0,42.27,18.08,17.53,14.49,16.96,1.03,15.95,33.3,12.49,0.45,12.79,21.14,-5.25,31.55,17.99,18.07,NA,NA,19.07,15.37,13.96,0.9,1.06,1.0,0.13,98.85,1.02,NA,NA,NA
Schwab U.S. Large-Cap Growth ETF (SCHG),SCHG,ETF ,Large Growth,4.0,4.0,4.0,4.0,44.47,25.48,23.84,17.71,16.83,-0.67,17.02,33.96,15.74,3.26,6.76,28.04,-1.35,36.21,39.13,17.54,NA,NA,19.7,16.02,14.78,1.19,1.35,1.14,0.05,98.82,1.13,NA,NA,NA
Vanguard Russell 1000 Growth Index Fund ETF Shares (VONG),VONG,ETF ,NA,4.0,4.0,4.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,99.84,0.25,NA,NA,NA
Direxion NASDAQ-100 Equal Weighted Index Shares (QQQE),QQQE,ETF ,Large Growth,3.0,3.0,N/A,3.0,41.25,23.66,22.62,NA,NA,NA,NA,40.23,19.37,2.53,7.24,26.29,-4.92,36.11,37.64,13.52,NA,NA,19.92,16.38,NA,1.11,1.26,NA,0.11,90.63,9.26,NA,NA,NA
NA,IWF,ETF ,Large Growth,4.0,4.0,4.0,4.0,42.33,24.87,23.42,17.64,16.47,2.47,15.03,33.19,12.84,5.48,6.92,29.96,-1.68,36.08,38.21,17.46,NA,NA,19.78,16.1,14.43,1.16,1.32,1.16,0.14,99.63,0.23,NA,NA,NA
Fidelity Nasdaq Composite Index ETF (ONEQ),ONEQ,ETF ,NA,4.0,4.0,5.0,5.0,45.04,25.7,25.69,19.2,17.8,-0.96,17.23,39.68,14.59,6.88,8.92,29.22,-3.07,37.02,44.79,NA,NA,NA,20.66,16.85,15.62,1.16,1.38,1.17,NA,94.67,5.33,NA,NA,NA
Vanguard Growth Index Fund ETF Shares (VUG),VUG,ETF ,Large Growth,4.0,3.0,4.0,4.0,42.85,25.36,23.08,17.47,17.11,1.87,17.03,32.38,13.62,3.32,6.13,27.8,-3.32,37.26,40.16,17.92,NA,NA,19.97,16.24,14.76,1.17,1.29,1.13,0.03,98.9,1.07,NA,NA,NA
Vanguard Mega Cap Growth Index Fund ETF Shares (MGK),MGK,ETF ,Large Growth,4.0,4.0,4.0,4.0,42.38,25.82,23.89,18.14,14.67,3.05,17.23,32.48,13.66,3.72,6.4,29.47,-2.86,37.54,40.99,18.76,NA,NA,19.96,16.3,14.72,1.19,1.33,1.17,-0.03,99.18,0.85,NA,NA,NA
Invesco S&P 500 Revenue ETF (RWL),RWL,ETF ,Large Value,4.0,4.0,5.0,5.0,46.54,15.53,14.81,13.53,16.93,0.38,18.08,37.68,13.35,-1.21,12.22,19.89,-7.57,28.03,9.1,20.12,NA,NA,20.09,16.41,14.61,0.76,0.86,0.9,NA,NA,NA,NA,NA,NA
ALPS Sector Dividend Dogs ETF (SDOG),SDOG,ETF ,Large Value,2.0,1.0,N/A,1.0,51.07,10.14,9.82,NA,NA,NA,NA,34.29,14.99,-3.24,22.37,12.69,-11.29,24.07,-0.32,19.75,NA,NA,23.15,18.77,NA,0.48,0.54,NA,0.28,95.81,3.91,NA,NA,NA
Invesco S&P 500 Pure Value ETF (RPV),RPV,ETF ,Large Value,1.0,1.0,2.0,2.0,64.77,8.19,11.1,11.68,22.54,-1.22,25.01,47.47,12.26,-8.3,19.13,17.25,-12.26,25.0,-8.71,23.88,NA,NA,29.0,23.22,19.91,0.38,0.53,0.63,0.01,99.45,0.55,NA,NA,NA
iShares Morningstar Growth ETF (ILCG),ILCG,ETF ,Large Growth,4.0,4.0,4.0,4.0,38.47,23.43,23.37,17.87,12.6,1.3,17.73,32.07,14.08,7.45,1.57,30.61,2.09,33.47,38.5,16.32,NA,NA,19.67,16.18,14.91,1.12,1.31,1.14,0.14,98.73,1.12,NA,NA,NA
Invesco QQQ Trust (QQQ),QQQ,ETF ,Large Growth,5.0,5.0,5.0,5.0,43.96,28.29,27.98,21.25,19.89,3.44,18.09,36.6,19.12,9.54,7.01,32.7,-0.14,39.12,48.6,16.39,NA,NA,20.24,16.89,15.68,1.28,1.48,1.28,0.23,96.64,3.13,NA,NA,NA
iShares Russell Top 200 Growth ETF (IWY),IWY,ETF ,Large Growth,4.0,4.0,5.0,5.0,42.23,25.74,24.37,18.62,12.99,4.42,14.81,32.35,13.34,7.95,6.76,31.63,-0.75,36.43,39.03,18.77,NA,NA,19.63,16.07,14.22,1.2,1.37,1.24,0.11,99.79,0.1,NA,NA,NA
Schwab U.S. Large-Cap ETF (SCHX),SCHX,ETF ,Large Blend,4.0,4.0,5.0,5.0,42.65,19.2,18.08,14.88,15.88,1.61,16.06,32.54,13.33,1.02,11.78,21.91,-4.52,31.4,20.9,17.58,NA,NA,18.93,15.28,13.8,0.96,1.09,1.03,0.1,98.76,1.14,NA,NA,NA
VanEck Vectors Morningstar Wide Moat ETF (MOAT),MOAT,ETF ,Large Blend,5.0,5.0,N/A,5.0,43.88,21.18,19.5,NA,NA,NA,NA,30.88,9.25,-4.85,21.73,23.2,-1.26,34.96,14.77,21.78,NA,NA,20.02,16.58,NA,1.0,1.09,NA,NA,NA,NA,NA,NA,NA
Schwab Fundamental International Large Company Index ETF (FNDF),FNDF,ETF ,Foreign Large Value,4.0,5.0,N/A,5.0,43.44,7.46,10.11,NA,NA,NA,NA,NA,-5.04,-5.15,7.7,23.81,-14.19,18.41,4.02,12.77,NA,NA,20.48,16.62,NA,0.38,0.6,NA,0.14,0.74,99.12,NA,NA,NA
Invesco FTSE RAFI Developed Markets ex-U.S. ETF (PXF),PXF,ETF ,Foreign Large Value,3.0,4.0,3.0,3.0,42.16,6.95,10.14,4.69,6.26,-15.33,15.59,23.45,-6.2,-4.83,6.51,24.77,-15.12,17.81,3.08,12.91,NA,NA,20.91,17.03,17.04,0.36,0.59,0.32,-0.15,0.73,99.34,NA,NA,0.07
Invesco International Dividend Achievers ETF (PID),PID,ETF ,Foreign Large Value,4.0,3.0,3.0,3.0,49.73,8.49,8.75,4.54,13.64,-2.48,12.26,18.71,-1.15,-19.1,9.92,19.03,-11.08,25.44,-6.55,18.03,NA,NA,21.81,17.52,16.3,0.43,0.5,0.32,NA,NA,NA,NA,NA,NA
SPDR Portfolio Developed World ex-US ETF (SPDW),SPDW,ETF ,Foreign Large Blend,4.0,4.0,4.0,4.0,36.36,9.35,10.95,6.0,10.37,-12.2,16.92,19.52,-4.05,-1.8,2.89,25.56,-14.23,22.26,10.26,10.23,NA,NA,18.22,14.95,14.97,0.51,0.7,0.43,0.1,1.31,98.55,NA,NA,0.04
Schwab International Equity ETF (SCHF),SCHF,ETF ,Foreign Large Blend,4.0,4.0,3.0,4.0,35.68,9.31,10.83,5.88,8.6,-12.32,17.12,20.03,-4.44,-2.44,2.88,25.83,-14.39,22.15,9.86,10.19,NA,NA,18.13,14.91,15.08,0.5,0.69,0.42,0.14,0.91,98.95,NA,NA,NA
Xtrackers MSCI EAFE Hedged Equity ETF (DBEF),DBEF,ETF ,Foreign Large Blend,4.0,4.0,5.0,5.0,28.0,9.53,11.46,8.83,NA,NA,18.15,25.9,5.26,4.5,5.75,16.6,-9.27,24.39,2.34,14.05,NA,NA,15.74,12.88,12.77,0.56,0.83,0.67,2.26,1.04,96.62,-0.1,0.08,0.1
NA,HEFA,ETF ,Foreign Large Blend,4.0,5.0,N/A,5.0,28.35,9.62,11.55,NA,NA,NA,NA,NA,NA,4.44,6.57,16.69,-9.24,24.73,2.11,14.35,NA,NA,15.86,12.81,NA,0.58,0.83,NA,0.51,1.06,98.33,NA,NA,0.1
Xtrackers MSCI All World ex U.S. Hedged Equity ETF (DBAW),DBAW,ETF ,Foreign Large Blend,4.0,4.0,N/A,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,14.8,12.07,NA,0.63,0.88,NA,2.87,0.77,96.1,0.16,0.03,0.07
(ACWX),ACWX,ETF ,Foreign Large Blend,3.0,3.0,2.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.81,98.7,NA,NA,0.08
Vanguard FTSE Developed Markets Index Fund ETF Shares (VEA),VEA,ETF ,NA,3.0,4.0,4.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.87,98.86,NA,NA,0.1
Vanguard FTSE All-World ex-US Index Fund ETF Shares (VEU),VEU,ETF ,Foreign Large Blend,3.0,4.0,3.0,3.0,36.55,9.88,11.18,5.65,11.85,-14.25,18.55,14.5,-4.05,-4.67,4.77,27.27,-13.97,21.63,11.39,8.69,NA,NA,17.73,14.65,15.08,0.55,0.72,0.4,0.35,0.66,98.91,NA,NA,0.08
iShares Core MSCI Total International Stock ETF (IXUS),IXUS,ETF ,NA,3.0,4.0,N/A,4.0,37.45,9.6,11.21,NA,NA,NA,NA,15.85,-3.96,-4.62,4.66,28.08,-14.55,21.85,11.14,NA,NA,NA,17.96,14.86,NA,0.53,0.72,NA,0.37,0.84,98.7,NA,NA,0.09
Vanguard Total International Stock Index Fund ETF Shares (VXUS),VXUS,ETF ,Foreign Large Blend,3.0,4.0,3.0,3.0,37.19,9.64,11.15,5.66,NA,NA,18.22,15.16,-4.17,-4.28,4.72,27.52,-14.42,21.58,11.32,9.2,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.67,99.05,NA,NA,0.1
iShares MSCI EAFE Growth ETF (EFG),EFG,ETF ,Foreign Large Growth,3.0,3.0,3.0,3.0,30.61,12.39,12.1,7.43,11.92,-12.28,16.54,22.15,-4.65,3.74,-3.34,28.5,-13.02,27.6,17.98,9.25,NA,NA,15.92,13.54,14.14,0.72,0.83,0.54,0.21,1.23,98.48,NA,NA,0.07
WisdomTree Global ex-U.S. Quality Dividend Growth Fund (DNL),DNL,ETF ,Foreign Large Growth,4.0,4.0,1.0,3.0,34.85,15.79,14.43,6.3,13.78,-11.58,15.8,0.1,-0.13,-7.01,5.12,29.54,-14.25,35.44,18.78,11.59,NA,NA,16.74,13.99,15.58,0.88,0.95,0.44,NA,NA,NA,NA,NA,NA
WisdomTree International Hedged Quality Dividend Growth Fund (IHDG),IHDG,ETF ,Foreign Large Growth,4.0,3.0,N/A,3.0,29.09,13.61,13.18,NA,NA,NA,NA,NA,NA,12.53,1.68,21.44,-11.69,32.72,10.78,16.37,NA,NA,14.22,11.84,NA,0.87,1.01,NA,NA,NA,100.0,NA,NA,NA
MFS Institutional International Equity Fund (MIEIX),MIEIX,MF,Foreign Large Blend,5.0,5.0,5.0,5.0,25.97,11.0,8.77,7.94,10.97,-9.55,22.55,18.56,-4.21,0.02,0.3,28.02,-10.66,28.4,11.1,9.76,0.7,0.7,16.95,14.09,14.6,0.66,0.85,0.53,0.93,2.22,96.85,NA,NA,NA
Columbia International Dividend Income Fund Institutional 3 Class (CLSYX),CLSYX,MF,Foreign Large Value,5.0,5.0,5.0,5.0,26.74,8.63,7.26,6.75,17.5,-8.78,17.33,20.58,0.61,-6.36,6.06,20.38,-12.74,24.66,6.05,9.94,0.81,0.86,17.49,14.22,13.78,0.56,0.62,0.49,2.56,4.4,93.04,NA,NA,NA
Hartford International Value Fund Class F (HILDX),HILDX,MF,Foreign Large Value,2.0,3.0,5.0,2.0,41.95,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.57,18.28,-5.89,16.53,0.86,0.86,23.17,18.85,17.13,0.25,0.52,0.43,5.8,1.47,92.73,NA,NA,NA
Oakmark International Fund Class Institutional (OANIX),OANIX,MF,Foreign Large Value,1.0,2.0,4.0,1.0,47.49,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0,-23.32,24.43,5.16,11.67,0.78,0.8,29.67,24.03,20.94,0.35,0.56,0.41,3.33,1.29,95.07,NA,NA,0.3
Delaware Ivy Pzena International Value Fund Class R6 (ICNGX),ICNGX,MF,Foreign Large Value,3.0,4.0,4.0,4.0,44.15,7.06,6.42,NA,NA,NA,NA,NA,NA,-10.99,12.77,16.94,-15.74,17.71,6.69,14.89,0.93,1.14,23.75,19.53,18.27,0.39,0.57,0.36,4.57,NA,95.41,0.02,NA,NA
Virtus Zevenbergen Innovative Growth Stock Fund Class R6 (VZGRX),VZGRX,NA,Large Growth,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04,0.9,1.03,NA,NA,NA,NA,NA,NA,-0.29,88.97,11.32,NA,NA,NA
Fidelity Advisor Growth Opportunities Fund Class Z (FZAHX),FZAHX,MF,Large Growth,5.0,5.0,5.0,5.0,46.54,37.36,26.39,NA,NA,NA,NA,NA,12.15,5.27,0.36,35.22,14.52,40.81,69.25,13.1,0.69,0.69,23.13,18.84,17.43,1.46,1.63,1.21,-1.12,84.83,13.21,0.02,NA,3.05
Hotchkis & Wiley Large Cap Value Fund Class Z (HWLZX),HWLZX,MF,Large Value,1.0,2.0,2.0,2.0,56.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,22.55,0.83,0.83,27.86,22.47,18.97,0.48,0.64,0.67,0.17,84.5,15.33,NA,NA,NA
LSV Value Equity Fund (LSVEX),LSVEX,MF,Large Value,2.0,2.0,3.0,3.0,48.34,8.89,9.34,12.48,13.25,-1.9,20.31,42.88,12.15,-2.58,17.6,18.3,-14.57,25.18,-1.58,22.85,0.65,0.65,24.2,19.6,17.13,0.48,0.63,0.72,0.67,98.52,0.8,NA,NA,NA
Artisan Value Fund Institutional Class (APHLX),APHLX,MF,Large Value,3.0,4.0,3.0,3.0,50.17,13.84,13.08,11.72,NA,NA,13.95,26.06,5.3,-8.83,29.21,16.23,-14.7,30.45,11.03,21.64,0.83,0.83,23.62,19.18,16.93,0.62,0.73,0.7,2.75,78.0,19.26,NA,NA,NA
Invesco S&P 500 Value with Momentum ETF (SPVM),SPVM,ETF ,Large Value,2.0,3.0,3.0,3.0,50.18,11.77,13.44,11.76,NA,NA,18.94,33.0,10.46,-5.2,23.88,13.98,-8.59,29.4,-3.13,20.79,NA,NA,23.62,18.82,16.13,0.55,0.7,0.74,0.21,97.72,2.07,NA,NA,NA
Schwab U.S. Dividend Equity ETF (SCHD),SCHD,ETF ,Large Value,5.0,5.0,N/A,5.0,51.13,19.22,16.36,NA,NA,NA,11.4,32.9,11.66,-0.21,16.25,20.88,-5.46,27.28,15.11,20.26,NA,NA,18.89,15.43,NA,0.96,0.99,NA,NA,NA,NA,NA,NA,NA
iShares Trust - iShares MSCI USA Value Factor ETF (VLUE),VLUE,ETF ,Large Value,2.0,3.0,N/A,3.0,48.58,11.27,14.07,NA,NA,NA,NA,NA,12.29,-3.54,15.68,21.97,-11.18,27.47,-0.32,21.8,NA,NA,22.95,18.45,NA,0.53,0.75,NA,0.2,98.28,1.51,NA,NA,NA
Schwab Fundamental U.S. Broad Market Index ETF (FNDB),FNDB,ETF ,Large Value,4.0,4.0,N/A,4.0,53.18,15.96,15.14,NA,NA,NA,NA,NA,11.93,-3.07,16.96,16.67,-7.65,28.54,9.15,22.11,NA,NA,21.14,17.04,NA,0.75,0.85,NA,0.09,98.43,1.48,NA,NA,NA
Schwab Fundamental U.S. Large Company Index ETF (FNDX),FNDX,ETF ,Large Value,4.0,4.0,N/A,4.0,51.85,16.34,15.1,NA,NA,NA,NA,NA,12.29,-2.92,16.41,17.09,-7.32,28.87,9.11,21.93,NA,NA,20.73,16.72,NA,0.78,0.86,NA,0.06,98.48,1.46,NA,NA,NA
First Trust Rising Dividend Achievers ETF (RDVY),RDVY,ETF ,Large Value,5.0,5.0,N/A,5.0,58.05,19.02,20.59,NA,NA,NA,NA,NA,NA,-2.89,21.87,22.58,-9.74,37.61,13.32,21.19,NA,NA,24.14,19.5,NA,0.8,1.0,NA,0.11,97.97,1.92,NA,NA,NA
iShares Core Dividend Growth ETF (DGRO),DGRO,ETF ,Large Value,5.0,5.0,N/A,5.0,37.13,16.53,15.77,NA,NA,NA,NA,NA,NA,-0.62,15.27,22.84,-2.24,30.02,9.47,16.67,NA,NA,17.98,14.67,NA,0.88,1.0,NA,0.36,98.4,1.24,NA,NA,NA
iShares MSCI USA Multifactor ETF (LRGF),LRGF,ETF ,Large Value,4.0,4.0,N/A,4.0,39.44,12.58,14.28,NA,NA,NA,NA,NA,NA,NA,13.4,21.26,-9.79,26.22,11.26,16.64,NA,NA,19.04,15.41,NA,0.65,0.87,NA,0.27,98.41,1.32,NA,NA,NA
VictoryShares US Large Cap High Div Volatility Wtd ETF (CDL),CDL,ETF ,Large Value,3.0,3.0,N/A,3.0,47.61,11.29,12.01,NA,NA,NA,NA,NA,NA,NA,20.61,15.74,-5.54,26.47,-3.29,22.92,NA,NA,20.88,16.56,NA,0.57,0.7,NA,NA,NA,NA,NA,NA,NA
Invesco Dow Jones Industrial Average Dividend ETF (DJD),DJD,ETF ,Large Value,4.0,4.0,N/A,4.0,36.27,13.09,13.88,NA,NA,NA,NA,NA,NA,NA,16.92,21.63,0.12,22.37,0.94,17.13,NA,NA,18.13,14.81,NA,0.71,0.88,NA,-0.09,100.09,NA,NA,NA,NA
SPDR Dow Jones Industrial Average ETF Trust (DIA),DIA,ETF ,Large Value,4.0,5.0,5.0,5.0,36.22,14.83,16.5,13.33,13.87,8.21,10.04,29.41,9.88,0.1,16.28,27.97,-3.6,25.09,9.63,15.19,NA,NA,18.76,15.5,13.68,0.77,0.99,0.94,NA,NA,NA,NA,NA,NA
iShares Select Dividend ETF (DVY),DVY,ETF ,NA,2.0,2.0,4.0,3.0,52.46,11.19,11.46,12.05,17.69,11.9,10.52,28.71,14.89,-2.03,21.46,14.95,-6.3,22.66,-4.9,27.76,NA,NA,20.56,16.35,13.48,0.56,0.68,0.87,0.28,97.73,1.99,NA,NA,NA
Invesco FTSE RAFI US 1000 ETF (PRF),PRF,ETF ,Large Value,4.0,4.0,4.0,4.0,50.69,15.02,14.52,12.89,19.5,-0.31,16.78,35.13,12.21,-2.84,17.18,15.95,-8.57,27.46,7.74,21.87,NA,NA,20.81,16.84,14.75,0.72,0.82,0.86,0.06,98.37,1.58,NA,NA,NA
First Trust Morningstar Dividend Leaders Index Fund (FDL),FDL,ETF ,Large Value,2.0,1.0,3.0,2.0,36.43,9.71,8.51,11.03,15.99,14.43,9.23,22.76,12.94,2.72,20.69,11.97,-5.87,24.4,-4.4,16.1,NA,NA,20.09,16.24,13.2,0.5,0.52,0.82,0.14,99.86,NA,NA,NA,NA
Columbia Dividend Opportunity Fund Institutional 3 Class (CDOYX),CDOYX,MF,Large Value,3.0,3.0,3.0,3.0,31.48,10.69,10.11,NA,NA,NA,NA,26.29,10.15,-2.2,13.8,14.76,-5.1,23.86,1.2,16.81,0.7,0.71,17.4,14.01,12.55,0.65,0.69,0.82,0.42,92.32,2.35,NA,1.48,3.42
PIMCO RAE US Fund Institutional Class (PKAIX),PKAIX,MF,Large Value,3.0,3.0,N/A,3.0,42.72,11.25,10.97,NA,18.53,1.81,16.58,36.15,12.32,-3.25,15.41,16.54,-7.01,24.87,3.93,19.19,0.41,0.42,20.93,16.83,NA,0.62,0.74,NA,0.18,98.8,1.02,NA,NA,NA
